movie,sentence,score
탑건: 매버릭,높은 기대를 하고 가도 그 이상을 보게될것입니다.,10
"김광석, 못다 한 이야기","노래가 아닌 대화 목소리만으로도 감동. 노래는 말할것도 없음.33분이 너무 짧았다. 새롭게 들은 곡도 있었는데 좋아하게 됐고 콘서트 후 카페에서 한 즉흥 공연도 느낌이 너무 좋았고영상이 끝나고 나오던 노래도, 엔딩크레딧이 올라갈때 나오던 노래도 다 좋았다.영상이 아예 다 끝나고 화면이 꺼질때까지 아무도 안나가고 다 본 영상.",10
탑건: 매버릭,옛날 생각 주르륵 주르륵~,10
탑건: 매버릭,저 까다로운 평론가들이 점수 저리 준거보면 말 다한거다 1내용을 알고봐도 존잼이고 그냥 봐도 존잼 올해 아니 근래 5년간 최고 영화다,10
탑건: 매버릭,안보면 개후회 개존잼 역시 탐횽,10
탑건: 매버릭,비행신을 빼면 뭐가 있나 싶다.,6
탑건: 매버릭,톰크루즈의 신공이 느껴지는 최고의 영화!톰크루즈만 할 수있는 고난도 항공 액션!대체 불가능한 명배우임을 입증하다.,10
탑건: 매버릭,이 영화보면 꿈이 조종사로 변합니다,10
마녀(魔女) Part2. The Other One,솔직히 cg랑 액션보려고 간거지 스토리보려고 간거는 아니지. 돈값은 했다고 봄. 국내 cg기술이랑 액션연출이 이정도까지 발전했구나 한게 느껴진 영화,10
탑건: 매버릭,근래 본 영화 중 최고 재미있는 영화였어요,10
탑건: 매버릭,포드v페라리를 잇는 남자의 영화탑건 1을 꼭 보고 가세요.보고가면 감동 5배탑건 1도 1980년대 작이라고 안 믿길만큼 영상미 좋습니다.,10
마녀(魔女) Part2. The Other One,"남성의 끈적한 연대를 위해 폭력을 일삼던 감독이, 여성이 폭력의 주체가 되니 스펙터클로만 활용하다니.. 윤리의식이라곤 조금도 없는 감독",4
탑건: 매버릭,영상과 사운드 10점스토리는 6점근데 탐 형이잖아...ㅠ,9
탑건: 매버릭,내가 가진 별이 5개뿐이라는게 아쉽다,10
탑건: 매버릭,너무재미있어요 진심입니다,10
탑건: 매버릭,이런게 영화고 무비고 시네마다.,10
탑건: 매버릭,이 영화는 극장용이네...,10
특별시민,보기전엔 서울특별시 시민에 관한 내용인줄 알았지만 특별시민은 최민식이다,10
맨 온 파이어,영화가 현실을 완벽히 찟었다.,10
탑건: 매버릭,재밌어요 4DX로 보세요,10
이상한 나라의 수학자,"예측 가능한 뻔한 내용일 수 있는데, 학생감성 풋풋한 마음이 드네요",10
디어 헌터,아아 우린 옛날처럼 돌아갈 수 없는 건가,10
탑건: 매버릭,내인생 최고의 영화 탑건그리고 내인생 최고의 배우 톰 크루즈,10
탑건: 매버릭,탑건 1 안봤는데도 너무 재밌게봤음 특별관에서 또 볼예정,10
탑건: 매버릭,"나이가 들면서 극장화면 가까이서 보는게 부담스러웠는데, 오랜만에 앞좌석에서 영화를 보면서 내 몸을 잠시나마 36년 전으로 돌려놓음.",10
감동주의보,재밌게잘봤습니다 감동입니다.,10
탑건: 매버릭,마지막 엔딩 ost나올때 소름쫘아아악또 보러갈거에요평점 신뢰안하지만 여러분 이건 꼭 보세요,10
범죄도시2,좋앗다,10
위대한 쇼맨,극장가서 안본 내가 싫다,10
카시오페아,"배우진의 연기는 좋았지만, 스토리와 주제의식은 글쎄...? 후반부에 힘이 쫙 빠지는 전개..용두사미로 끝나버린 것이 아닌가 싶다.",1
탑건: 매버릭,두번째 관람 영웅과 함께 세월을 맞으니 감회가 남다르다. 말이 필요없는 영화예요.,10
탑건: 매버릭,이런 영화를 보기위해 영화관이 존재합니다.,10
탑건: 매버릭,"꼭 영화관에서 봐야하는 영화, 절대 지각을 해서는 안되는 영화, 안보면 안보는거지 ott로 볼 생각은 하지말고 문화의날에라도 달려가길",10
탑건: 매버릭,비행이 지칠 즈음 동기부여 되는 영화였습니다.,10
탑건: 매버릭,내생에 가장 긴 2분 30초,10
탑건: 매버릭,"진짜 ost, 연출, 스토리  전부다 완벽하다 너무재밌다.. 꼭 영화관에서 보세요.. 참고로 평점 처음 남겨본다..",10
탑건: 매버릭,탑건 1세대로 톰크루즈 영화 중 단연 최고!!!난생처음 극장가서 다시보고 싶은 영화는 처음입니다!!!,10
탑건: 매버릭,"2D로 봤는데, 4D로 본느낌..4D로 또 보고싶네여꼭 영화관에서 보십쇼 지립니다.",10
탑건: 매버릭,무조건 극장에서 봐라 가슴이 웅장해진다 파일럿이 꿈인 아이들은 보면서 지릴 듯,10
탑건: 매버릭,톰 크루즈 그는 대체 불가능이란 무엇인가...스토리도 탄탄하고 보는 내내 짜릿함과 전작의 스토리를 자연스럽게 반영하여 전우애를 느끼게 한다,10
탑건: 매버릭,키야 영화관에서 보기 딱좋다요,10
탑건: 매버릭,무조건보세요 최곱니다,10
유혹의 계절,현실적이고 사실적인 전개가 마음에 듭니다.뻔하지않은 결말도 좋았습니다.,10
탑건: 매버릭,모오옵시감동적입니다,10
아부쟁이,"재미는 있는데 호흡이 너무 느림. 끝까지 볼 것인가, 중간에 끊을 것인가 갈등하며 보고 있는 중. 제목도 낚시고...",6
탑건: 매버릭,F18  출근용으로 하나 구합니다 중고 20년차까지는 구매 의사잇습니다. 오일만 안 세면 가격 츄라이 안합니다,9
탑건: 매버릭,처음부터 끝까지 빨려들어가는 영상너무 좋았습니다,10
탑건: 매버릭,"36년전 고3때 봤었는데, 이제 다시 보니 스토리, 스케일, CG아닌 레알 기술들. .참 대단하다고 밖에 할 말이 없음",10
탑건: 매버릭,마하10 넘는 속도에서 탈출하면 살 수 있나요?? 너무 궁금해서 그러는데 누가 답변 좀... 그리고 아지매 아재 배드씬은 눈 질끈 감았습니다,10
버즈 라이트이어,애니메이션으로 구현된 우주가 예뻤지만 기억나는건 삭스 뿐.. 고양이가 세상을 구한다,7
탑건: 매버릭,감동 여운 36년전 그것이상으로 모든것이 좋았다 톰형 덕분에 인생영화는 이걸로…,10
마녀(魔女) Part2. The Other One,아무래도 후속작이어서  걱정반 기대반이었는데 기대이상으로 재밌고 작품성이 높아서 놀랐어요. 특히 배우 서은수 님이 이렇게 멋있는지 몰랐어요 이번에 마녀2 보고 팬 됐습니다! 압도적으로 시선이 가는 카리스마 연기가 영화를 한층 더 살린 것 같아요.마녀1 안보신분들도 봐도 충분히 재밋게 즐기싫수 있을것같아요,10
대부,전한길보고온사람???,10
탑건: 매버릭,진짜 평점 처음 써보는데 진짜 여태살면서본 영화중 최고다와....영화보고울어보긴처음이네  탑건1편보고가서그런가 마지막 구스 사진 나올때 터졌다...,10
닥터 스트레인지: 대혼돈의 멀티버스,"호불호 갈릴거 같긴한데, 멀티버스랑 완다비전 내용 이해하고 보면 볼만합니다!",10
탑건: 매버릭,평점이 너무 좋아서 기대하고봤는데기대치를 넘기는 영화간만에 즐거웠습니다.,10
탑건: 매버릭,뻔한 내용이라도 얼마나 멋지고 재밌게 만들 수 있는지 보여준 작품. 요즘같이 원작을 무시하고 폄하하는 행태와 정반대로 원작에대한 존중과 이어짐이 그래서 더 돋보인다.,10
탑건: 매버릭,즐겁게 봤습니다. 쪼금 더 길어도 될것같았어요ㅎㅎ,10
마녀(魔女) Part2. The Other One,별로 재미가 없네용 보다가 졸았어용 ㅋ,1
닥터 스트레인지: 대혼돈의 멀티버스,흥미진진하던 얘기가 얼렁뚱땅 결말과 만나니 흥이 식을 수 밖에,7
탑건: 매버릭,내평생 최고의 영화초등 3학년 6학년 아이들도 최고라네요다시봐도 돈아깝지않은영화,10
탑건: 매버릭,내 인생 최고의 명작이다,10
탑건: 매버릭,미쳤나바 너어무 재밌게 봐서 댓글달러 왔로요,10
마녀(魔女) Part2. The Other One,"액션은 그럴싸하고 시원한데 일단 유치하고...중국 사람들이 좋아할 것 같은 영화였어요마녀3 예고편 정도로 밖에 안느껴졌고,초반 부분 너무 지루했어요 마지막 영화 10분만 나름 볼 만 했네요뭔가...감동도 없고 재미도 없는 느낌이랄까요?그래도 배우들이 다들 예쁘고 개성있어서 그거 하나는 좋았네요...",4
탑건: 매버릭,와마~~~ 내가 전투기타고있는줄~ 다보고나니 온몸 뻐근~,10
탑건: 매버릭,올해 본 영화 중에 범죄도시2랑 이게 젤 재밌었음,10
마녀(魔女) Part2. The Other One,연기 : 개오글거림 ... 특히 그 수염난 남자하고 한 팀인 여자.. 진짜 오글의 극치 모든 대사들이 다른 배우들도 진짜 그냥 다오글거림..ㅋ... 스토리 :  초반 30분 내내 자기들만 아는 얘기를 함.. 나 1편 봤는데도 뭔말을 하는지 이해가 안됐음.. 초반 30분은 그냥 자기들끼리 얘기만하고 서로 누가 더 빌런인가 ㅋ 같은 오글거리는 말싸움만 함그리고 후반에 갑자기 퍽쿵 (알고보니 여주가 짱쎗던것이다..! ㅋ!! ) 이러고 끝. ㅋㅋ진짜 이게 다임영상미 : 영상미도 딱히 예쁜가? 모르겠다.. 잔인하기만 엄청 잔인하고 액션도 막 진짜 시원하고 박진감 넘치는 액션은 하나도 없고 다 CG처리..;; 차라리 마녀 1이 더 재미있었던 것 같다.. 2는.... 도대체 쥔공이 그렇게 쎄다면서 중요한 순간엔 맨날 기절해잇다가 눈뜨고 .. 남들 다 죽고 맞고 있을때 그제서야 뒤늦게 나타나서 퍽 쿵.ㅋ 이러고 다 날려서 죽이고 끝 ㅋㅋㅋ진짜 ㅋㅋ 하..그냥 마지막 10분만 재밋긴햇는데 끝까지 개오글거렸네요.. 근래에 봤던 영화 중 .. 가장 별로..ㅋ... 스토리 진전도 별로 없고;; 에휴,2
탑건: 매버릭,재미있었어요 여전히 멋있어요 톰,10
탑건: 매버릭,그냥 한 번 더 보고싶은 영화,10
탑건: 매버릭,극장과 OTT통틀어서 최근에 봤던 영화 중에 제일 재밌게 봤음,10
탑건: 매버릭,짱 재밌어요 으아 짱~~,10
탑건: 매버릭,시즌1이 태어나기 전 영화인데 예습하고 가길 잘했어요 80년대 영화인데 스토리도 잘 이어지고 액션신은 정말 박수를치게함 ㅋㅋ 굿,10
탑건: 매버릭,방금 보고 나왔는데 또 보고 싶다,10
탑건: 매버릭,20여년만에 처음으로 처음부터 끝까지 한눈팔지 않고 끝까지 긴장의 끈을 놓치않고 재미있게 본 영화입니다. 역시 톰크루저의 명불허전 천만관객을 장담하면 너무 주관적인가요 좌간 첫 영화평점에 만점이 10점이라 10점밖에 못줌을 양해바랍니다~^,10
탑건: 매버릭,"꼭 극장에서 봐야하는 영화다특별관,일반관 아무곳이라도 좋으니 극장에서 볼 것간만에 정말 잘 만든 상업영화의 등장이다너무 재밌게봤다",10
탑건: 매버릭,"차이나머니 없고, 쫄쫄이 영웅 없고, cg 떡칠 없고 이게 헐리우드 영화지! 소리 절로 나오는 영화. 첫 장면부터 한시도 한눈팔지 않고 진짜 재밌게 봤어요. 톰 형 오래오래 건강하게 영화 많이 찍어주시길!",10
탑건: 매버릭,근래봤던 액션영화중 원탑 비행씬에서는 소름이 돋았다,10
탑건: 매버릭,크 지렷다 꼭보세요 다들,10
쥬라기 월드: 도미니언,메이지랑 카일라가 연기를 너무 잘해요재밌었어요 베타 너무 귀여워요!!!메뚜기 짱커,10
탑건: 매버릭,꼭보세요. 두번보세요. 전 세번볼거니까.,10
탑건: 매버릭,무조건 극장에서 보세요!,10
탑건: 매버릭,최고. 끝. 영화 자체가 완벽했다,10
탑건: 매버릭,30년만에 후작이지만 과거를 회상하면서너무 재미있게 봤습니다.간만에 소름돋게 본 영화네요탐크루즈를 대신할 사람은 앞으로도 없을거 같네요너무 재미 있게 봤습니다,10
신비한 동물들과 덤블도어의 비밀,난 뉴트와 신비한 동물들이 궁금했던 것인데.. 덤블도어와 그린델왈드의 이야기는 또다른 스핀오프로 만들었다면 좋았겠다.,7
마녀(魔女) Part2. The Other One,"1편과 같은 반전은 없지만, 액션과 3편을 기대하게 만드네요.",10
탑건: 매버릭,존잼임 리얼 봐야한다 여자 주인공 너무 예쁘고 스타일링도 좋아요,10
마녀(魔女) Part2. The Other One,탑건 보다가 이거 보니까 쓰레기 같아요,1
탑건: 매버릭,너무 재밌어요 꼭 보세요!!!!,10
배드 가이즈,나름 재밌는 하이스트물 카체이싱 장면 좋다,6
버즈 라이트이어,영화 시작하기전 백인만 가득 나오면 어떡하나 걱정했습니다 하지만 기우더군요 시작하자마자 디즈니답게 흑인 여자가 버즈의 상관 사령관으로 나오더군요 일단 안심. 그리고 설마 2가지 성별만 나오면 어떡하나 했는데 동성애도 나오고 안심했습니다 2편에선 더 노력해서 LGBTQIA 모든 성별 골고루 나왔으면 좋겠습니다 우주복도 무지개색으로 부탁드려요 ^^,2
닥터 스트레인지: 대혼돈의 멀티버스,샘 레이미 감독 특유의 직관적이고 터프한 연출이 돋보인다.,8
브로커,배우만 아니었으면 독립영화,5
마녀,"더럽게재미없네,,,",6
탑건: 매버릭,와 쫄깃쫄깃 너무 재밌게 봤음,10
마녀(魔女) Part2. The Other One,신시아 배우님이 김다미랑 묘하게 닮았네요. 보기전 평점테러에 악플 투성이인거 알았지만 마녀1을 흥미롭게봐서 오늘 보고왔는데 저랑 아내는 진짜 재밌게봤습니다. 초반에 늘어지는것 빼고는(불필요한 등장인물은 물론 있음) 액션도그렇고 너무재밌었어요 3편 언제나오나ㅠㅠ,10
실종,별점 2점도 아까운 영화,2
탑건: 매버릭,평점은 처음~그냥 아이맥스나 4D에서 못 본걸 후회 중~,10
탑건: 매버릭,아주 만족스러웠습니다,10
경관의 피,아니 대사가 부스럭대는 소리보다 작아요,6
탑건: 매버릭,탑건 1편의 후속으로 최고입니다현대위 기술과 접목된 최고의 영화1편도 생각나게합니다,10
탑건: 매버릭,와....이 말 한마디로 표현가능. 넋놓고 봤다,10
탑건: 매버릭,아빠뻘인 탐크루즈한테 입덕함.,10
인천상륙작전,"22년 국가보훈의달을 맞이하여, 1,000원주고 봤다.나이 50이 되어가는데 눈물이 왜이리 나냐?내나라 내조국을 지키기위한 고귀한 목숨!그 뜻을 새기어 남은 인생 살아 가도록 하겠습니다.",10
탑건: 매버릭,아드레날린 1000%,10
탑건: 매버릭,너무 재밌음 또 보러 갈꺼임,8
탑건: 매버릭,진짜 진짜 최고라는 말밖에..,10
탑건: 매버릭,별점 안줄래도 안줄수가 없다...,10
탑건: 매버릭,나 진짜 평점 안다는데 이건 꼭 달아야겠다고 생각했음.  별 10개 드립니다.,10
탑건: 매버릭,재밌어요... 추천함,10
콜 미 바이 유어 네임,인생영화+여름마다 생각나는 영화,10
초행,가슴 아팠다. 그들의 어쩔 수 없음에.아쉬운 점은 저예산 영화임를 감안해도... 사운드가 영화의 몰입을 방해할 정도로 안 좋았다. 자막 키고 보고싶을 정도. 처음엔 답답한 웅얼거림도 연출이라 생각했는데 해도해도 너무 안들렸다.,7
탑건: 매버릭,내가 10점준 목록인터스텔라매드맥스다크나이트2번보셈 3번봐도 돈 안아까움,10
탑건: 매버릭,정통 헐리우드 마초감성 영화!&amp;#34;PC라이팅&amp;#34;만 당하던 극장가에서 모처럼 남자냄새 나는 명품 영화 한편 잘 보고 옴,10
범죄도시2,1보단 못하지만 재밌네요,8
탑건: 매버릭,"마스터피스!! 관객이 뭘 원하는지 감독은 정확하게 간파함, 정말 조금도 모자름이 없었다",10
탑건: 매버릭,단연코 인생영화라고 말할수있겠네요명불허전 톰크루즈와 두번이상 보고싶은 최초의 영화..탑건 매버릭 진심 명작!!,10
먼 훗날 우리,"젠칭, I miss you",10
실종,재미가 없어서 너무실망스럽네요,2
탑건: 매버릭,영광입니다 이런영화존경합니다,10
탑건: 매버릭,스크린x로 보실것 추천합니다 감동과 재미 볼거리 다 만족 또 보고싶어요,10
범죄도시2,끝날때까지 흥미진진하네요,10
탑건: 매버릭,진정한 캡틴 아메리카.,10
헤이와이어,소더버그 영화는 한국에서 관객들에게 평점이 낮은 듯하다.나는 소더버그의 건조한 스타일이 좋다.이 영화는 최고다. 1년에 한 번씩은 다시 보는 것 같다.여자 버디 무비 중에는 &amp;#39;아토믹 블런드&amp;#39;와 &amp;#39;헤이 와이어&amp;#39;가 최고가 아닌가 한다.스티븐 소더버그의 영화는 호불호가 갈릴 수밖에 없지만영화의 완성도에 비해서 평점이 너무 낮다.그래서 별은 다섯 개다. &amp;#39;본&amp;#39;에 비교하면 욕먹겠지만 그렇다고 못하지도 않다.거의 최고 급이다.,10
특송,송새벽 악역 잘어울리네^^,10
쥬라기 월드: 도미니언,재밌어요 볼거리 많고 풍분히 오락성 있어요,10
탑건: 매버릭,그냥 재밌음 꼭보세여 강추,10
탑건: 매버릭,영상미 스토리 ost 한스짐머까지 완벽!!!,10
탑건: 매버릭,"가제 톰캣2. 톰캣이여, 안녕~",10
탑건: 매버릭,탑건은 2로 완성되었다,10
브로커,그냥 모든게 다 억지스러움. 정말 감상포인트를 뭐로 정해야될지 모르겟음.,2
탑건: 매버릭,이건 무조건 영화관에서 봐야합니다 전투기 조종씬은 정말 본인이 조종 하는거 처럼 느껴질 만큼 실감납니다 올해 최고의 영화라고 자부합니다,10
탑건: 매버릭,최고.꼭 들 보세요.후회 안 합니다.,10
탑건: 매버릭,최고최고 무조건 보세요,10
탑건: 매버릭,가슴이 웅장해지는 이름 “매버릭”,10
탑건: 매버릭,올해 최고의 영화 너무 재밌게 봤다.,10
브로커,"자본주의 사회에 &amp;#39;태어나 버렸다&amp;#39;가 아닌 &amp;#39;태어나줘서 고맙다&amp;#39;는, 삶의 끝에서 거기서도 그렇게 다시 시작하면 된다는, 우연한 가족의 발견!!",10
탑건: 매버릭,2022년6월 최고의 영화,10
탑건: 매버릭,진짜 올해 역대급 영화마블 같은 억지영화보다가이걸보니 속이 풀린다,10
탑건: 매버릭,진짜 이런게 영화다... 꼭 보세요,10
탑건: 매버릭,올해 상반기 최고의 영화,10
그대가 조국,조금이라도 관심 있다면 꼭 보세요,10
스파이더맨: 노 웨이 홈,"어쩌면 노웨이홈의 결말은 스파이더맨이 없이 찍었을 지 모를 어벤져스와 그 결말 또한 생각해 놓고 만들어낸 게 아닐까? 만약 시빌워 때 스파이더맨이 없었더라도, 만약 그 이후 어벤져스에서 스파이더맨이 나오지 않았었다 할지라도 그건 스파이더맨이 빠진 게 아니라, 어쩌면 우리 모두 그의 존재를 잊어버려서 기억을 못했다는 일종의 장치 아닐까하는 생각이 들었다..",8
탑건: 매버릭,멋지다.,8
폭격,끝도 없이 올라가는 아이들의 이름,10
탑건: 매버릭,이거 진짜 또라이임 꼭 영화관에서 보셈 나중에 가서 집에서 보면 무조권 후회함 이거 진짜 ㄹㅇ,10
탑건: 매버릭,미친 영화근 몇 년간 본 영화 중에 제일재미있었다,10
탑건: 매버릭,개미침 ㄹㅇ 1편 보고온다,10
이상한 나라의 수학자,분명히 현역 수학자가 관객들에게 전하고 싶은 메세지를 영화를 통해 전했다고 생각됩니다.,8
허슬,우연히 봤다가 멈출 수 없었습니다,10
탑건: 매버릭,진짜 너무 재밌어~ 생각하지말고 꼭 믿고 보세용~&amp;gt;&amp;lt;,10
탑건: 매버릭,초딩때 1탄 보고 ....인생영화 되었는데....중년의 나이가 되어 또 다시 감동과 위로를 받았네요!모두 화이팅입니다.,10
탑건: 매버릭,한번보긴아쉽..너무멋있다..,10
마녀(魔女) Part2. The Other One,"제발 … 중국자본 가득과 내용은 씨.발. 존나, 술 , 양주 밖에 없음… 제발 돈많고 시간 많아도 비추 ..  흑흑 괜히봤어",1
탑건: 매버릭,영화의 첫 시작부터 이어지는 감격이 착륙할 틈 없이 끝까지 향한다,10
탑건: 매버릭,안본사람들 부럽습니다 또보고 싶네요,10
탑건: 매버릭,극장의 존재 이유를 보여주는 영화... 만점 이상의 영화입니다.,10
탑건: 매버릭,감동도 있고. 꿀잼. 탐 형 존경해요,10
탑건: 매버릭,최고예요 최고! 꼭 보시길 바랍니다!,10
탑건: 매버릭,"영화관에서 볼 수 있어서 너무 좋았고,영화 꼭 보세요! 짱잼",10
탑건: 매버릭,스토리 라인이 뻔해서 오히려 더 좋았습니다. 원하던 장면들이 적재적소에 나와주니 감동할 수밖에 없었어요.,10
탑건: 매버릭,처음으로 영화  평점주려고 로그인함,10
탑건: 매버릭,"Good movie , thanks",10
감동주의보,감동적입니다. 재미있게 봤습니다. 추천합니다,10
탑건: 매버릭,말이 필요없음 가슴이 웅장해진다,10
그대가 조국,음... 이영화 잘몰겠담,1
마녀(魔女) Part2. The Other One,재밌었어용 캐릭터들 넘 매력있음,9
탑건: 매버릭,스토리 탄탄하고 탐크루즈의 연기력도 압건이네요.전투기 비행씬은 정말 감동이었어요. 스릴 넘쳐요^^,10
탑건: 매버릭,카메라로 잡아낸 묵직한 아날로그 감성 씬에 몇번이고 눈물이 날 정도였다  스토리 조차 의미없게 느껴진 영화는 처음이다.,10
그대가 조국,표창장 조사에 특수부 검찰 지랄도 풍년이다 마누라 장모의 주가조작의심내용에는 뉴스 기사한줄 나기가 힘든세상 ...  진짜 지랄도 풍년이다,10
말리그넌트,제임스 완 감독이라 공포영화인줄 알았는데 크리쳐물이었네 ㅋ,6
탑건: 매버릭,"20대에 탑건1을 보고, 50대에 다시 보니 눈물 나는 영화.. 1보다 재밌음",10
탑건: 매버릭,전통성 있는 영화. 정말 최고의 영화이다.,10
더 보이 2: 돌아온 브람스,브람스 나오면 좋겠는데...알고보니 브람스는 죽은게 아니라 3편 만들어서 브람스 나오는거 보고싶어요...,10
닥터 스트레인지: 대혼돈의 멀티버스,"동료가 목숨바쳐 복사본 없앴는데, 진본 가르쳐주는게 좀 노 이해임 ㅎㅎ",10
니얼굴,은혜 작가님 멋져요 사랑스러워요 웃다가 울다가 뭉클하고 마음이 정화되는 영화입니다.,10
탑건: 매버릭,탑건 : 매버릭이 아니라 탑건 : 레전드 이다.나의 레전드 영화는 앞으로 탑건이다.,10
탑건: 매버릭,그냥 말이 필요없다. 만점 줘도 모자란 영화.톰 크루즈는 정말 레전드다,10
탑건: 매버릭,전투기의 엔진소리 미사일이 날라오는소리 음속돌파소리 등등 영화를 정말 몸으로 느끼시고 싶으시다면 영화관에서 보세요,10
탑건: 매버릭,1을 뛰어넘는 2...최고라는말로는 표현이 안된다...,10
브로커,별점 낮게 준 사람들은 상업영화를 기대하고 봤나봐요 감히 상업영화들과 비교할 수 없는 작품을 어떻게 저런 평점을 줄 수가 있지.. 자유긴 하지만.. 정말 칸에 갈 만한 가치가 있는 작품이고 송강호 배우님 평소 연기를 그렇게 좋아하는 편은 아니었지만 이번 영화에서는 인정하게 됩니다 또 비교할 순 없겠지만 개인적인 가정사가 떠오르면서 공감하고 이입할 수 밖에 없더군요 가족이라는 단어에 대해 다시 바라볼 수 있게 해준 감사한 작품입니다,10
탑건: 매버릭,"대체불가 톰 아저씨, 10점 만점에 10점 극장서 매버릭 보고 와서, 1986 탑건까지 정주행",10
브로커,태어나줘서 고마운 우리 모두.,6
탑건: 매버릭,이런 영화야말로 극장에서 꼭 봐야하는 영화 …. 놓지면 ㄹㅇ 후회하게 될거..♥?♥?,10
탑건: 매버릭,첫 리뷰를 안쓰고는 못참겟다.. 인생영화,10
탑건: 매버릭,가슴이 웅장해지다 못해 광광 우럭따,10
탑건: 매버릭,말이 필요없음. 앞으로 톰 크루즈를 존경하기로 마음먹은 영화,10
쥬라기 월드: 도미니언,보다가 잤읍니다 아쉽네요,2
탑건: 매버릭,근 몇년간 거의  인생영화 수준 기대안하고 봤지만지금 집에가서 탑건 1 볼 예정 ㅜㅜㅠ감동의눈물을 줄줄 흘림 범죄도시 안보고 이거 보길 잘함 돈이안아까움 영화관에서 꼭 봐야하는 영화,10
다이 하드,지금나와도 손색없는 영화!!와 진짜 멋지다 역시미국은 대단하다!!,10
탑건: 매버릭,뻔한 내용을  전혀 지루하지 않게 만드는 영상과 연기 덕에 몰입해서 봤어요.역시 톰은  실망시키지 않네요,10
탑건: 매버릭,재밌음개꿀잼꼭 보셈ㅋ,10
탑건: 매버릭,"보는내내 지극히 미국 상업 영화스럽다는 생각이 들었음에도(비장함이 넘쳐났다) , 2시간이 넘는 러닝 타임동안 긴장감을 멈출 수 없었다. 환갑을 넘긴 탐 형의 존재는 대체 불가란 생각이 든다.",9
탑건: 매버릭,넘 재밌고 감동도 있어요. 또 보고싶네요,10
민스미트 작전,실화가 주는 약한 울림,5
닥터 스트레인지: 대혼돈의 멀티버스,마블 덕후라면 볼수밖에없다 집중은 필수,10
탑건: 매버릭,걍  디짐  7년만에  영화관감 4d 49년생 처음으로  맛봄. . 안보면  병신임. . . .ott로보는거  꿈도꾸지마삼!,10
탑건: 매버릭,허리우드식 속편.. 그 이상도 이하도 아님.. 톰크르즈를 팔아 제작사 구하기.. 더 이상의 치트는 힘들 듯 하네.. 노력은 가상하나 감성/추억 팔이 거기가 종착역..이네~ 쓸쓸하면서도.. 아쉽다~ 이젠 보내줘야 할듯~,6
탑건: 매버릭,하나도 빠짐없이 가슴을 울리는 장면들.,9
그대가 조국,진실을 왜곡시키는  영화,2
닥터 스트레인지: 대혼돈의 멀티버스,아이들도보는데어머님들?일루미나티?제3의눈?정말왜이러냐 갈수록,2
탑건: 매버릭,진짜 쩐다. 이건 말로 표현 못함. 극장가서 무조건 큰 스크린과 웅장한 사운드로 봐야함!,10
타이타닉,타이타닉 정말 제 인생 영화에요.. 유일하게 좋아하는 로맨스인데 4번 보고 4번 다 대성통곡.. OST도 맨날 들으면 눈물 나요ㅠㅠㅜㅜ 마지막에 회상 했을 때 개처움,10
탑건: 매버릭,솔직히 영화 평점은 8점 초반 이 정확함. 영화 중반까지는 지루했고 후반에 볼만함.,1
탑건: 매버릭,OST 곡 너무 좋아요 !,10
탑건: 매버릭,굳굳굳 올해본 영화중 최고였습니다!,10
탑건: 매버릭,무난합니다. 이정도 평점은 아닌거같은데...,6
탑건: 매버릭,영상미 압권입니다 ㅎㅎ,10
탑건: 매버릭,영화관에서 꼭 봐야하는 영화,10
탑건: 매버릭,전율이 아직도 흐른다 톰형님 고맙습니다,10
탑건: 매버릭,영화관에서 꼭 봐야하는 여운이 깊은 희로애락이 느껴지는 올해 최고의 영화!!,10
탑건: 매버릭,기계에게 직구로 날려버리는 인간의 외침 &amp;#34;난 아직 살아있다&amp;#34;,9
탑건: 매버릭,아빠가 된다면 자식과 함께 다시 보고싶은 영화. 정말 좋았다.,10
탑건: 매버릭,다시 없을 내 인생 최고의 영화,10
탑건: 매버릭,단체세뇌가 이만큼 무서운 겁니다 ㅜㅜ 7점 정도 영화니 큰 기대 마세요  ㅜㅜ,7
탑건: 매버릭,이 영화엔 알바따윈 없다,10
니얼굴,너무 재미있고 따뜻한 영화입니다 강추합니다,10
탑건: 매버릭,초등6학년때 보고 지금보니 오마주도 그럴고 먼가 울컥하도 스토리도 좋도 짱이네요,10
탑건: 매버릭,내인생 레전드 영화 톰크루즈 평생 존경함,10
탑건: 매버릭,인생영화 시작부터 끝까지 지루할 틈이 없음,10
탑건: 매버릭,역시! 명불허전. 최고다. 영화관이 필요한 이유!,10
탑건: 매버릭,너무 재밌음 완전 개꿀잼~,10
마녀(魔女) Part2. The Other One,1편보다는 덜 하지만 재밌네ㅎ,10
마녀(魔女) Part2. The Other One,보기 직전 마녀 1 복습하고 갔지만 전작이랑 연결되지 않고 개연성 떨어지는 스토리말도안되는 주연급 배우들의 연기력 말도 안되는 초능력자들,2
탑건: 매버릭,"엄청 실망,롯데에서 수입했던데 쩝 너무 재미없었음 탐크루즈 이름믿고 봤는데 탐영화 앞으로는 안봐야겠음요.왜 평점이 높은건지 이해가 안되네요.",2
탑건: 매버릭,1보다 더 재미있는 스토리. 과거의 향수가 기대되어 영화 시작 하면서부터 눈물 찔끔..1편의 음악을 그대로 사용함에 고마웠고마지막 루스터와 행맨의 매버릭과 구스에 대한 오마주까지. 고마워요 톰!,10
마녀(魔女) Part2. The Other One,오우오우 ㅆ 망해버렸고...,1
