movie,sentence,score
서울괴담,ㄹㅇ 개노잼 개노잼개노잼개노잼,1
로스트 시티,재밌고 유쾌함,6
인질,???  그냥  재미없음쩝,2
니 부모 얼굴이 보고 싶다,입닥쳐지는 영화!!!,10
야차,발매일만 2020년대...반일팔이 및 개연성 제로의 스토리는 1990년대...이딴 걸 넷플릭스에 올리다니 부끄럽다.,1
니 부모 얼굴이 보고 싶다,"생각없이 여와화만보다,   깊은생각이들고 사회문제를 어필하는영화",10
타임 머신,갑자기 장르가 바뀌는 영화,6
야차,긴장감이 뒤로 가면 갈수록 떨어집니다. 스토리라인 자체도 자연스럽지 못하고 무엇보다 주인공 검사 캐릭터가 너무 비현실적이라 몰입을 방해하네요. 정의? 법과 원칙? 영화보다가 영화와 관계없이 계속 코웃음이 나온다는.,6
니 부모 얼굴이 보고 싶다,평점에 알바가 너무 많은 듯. 초반부에는 좀 그럴싸했는데 중후반부로 갈수록 대~충 생략된 부분이 너무 많음. 제일 중요한 부분도 많이 생략된 것 같고,4
서울괴담,내용이 생각보다 재밌음라고할뻔노잼,1
서울괴담,무섭기보다는 쫌 징그러워요,4
트루먼 쇼,걍 개띵작 아직 안 본 사람이 있나,10
신비한 동물들과 덤블도어의 비밀,007 시리즈를 보고 나온 것 같아요,6
니 부모 얼굴이 보고 싶다,정말 감독 얼굴이 보고 싶다,1
더 배트맨,"콜린 파렐이 언제 나왔지?했는데,펭귄ㅎ..분장상 말고는 대부분의 캐릭터들이 뭔가 미스캐스팅인듯한 어설픔이 보여서 아쉬웠음.캣우먼도 역대 최악이고..",6
서울괴담,뭔가 똥싸다 만 느낌이네요,5
니 부모 얼굴이 보고 싶다,"연기는 다 잘하는데 결말이 학폭에 관한것만 자세하게 얘기하고 가해자가 처벌받거나 그런거는 별 내용도 없고 ,, 재미는 있었는데 그냥그래요",8
신비한 동물들과 덤블도어의 비밀,덤블도어의 비밀이 Gay라는 것인가요?,6
서울괴담,노잼임 ㄹㅇ 근데 배우들이 예쁘고 잘생김,1
서울괴담,진짜 하고싶은말이 너무 많다… 너무 극혐,1
신비한 동물들과 덤블도어의 비밀,정말 최고였습니다. 평점이 왜 낮은지 이해가 안되네요. 감동도 재미도 다 잡았다고 생각하고 개연성이 없다하는데 어느 부분이 없다는지 모르겠네요. 전편보다 훨씬 좋았습니다! 조니뎁에서 바뀐 거 너무 잘한 결정이네요. 연기도 나타내고자 하는 캐릭터도 훨씬 잘 보였어요. 아 해덕은 꼭 보시길 !!,10
신비한 동물들과 덤블도어의 비밀,영화관에서 보는거 추천,10
포레스트 검프,명작 감동 최고입니다!,10
올드 가드,각본은 별론데 연기력으로 다 해먹은 영화. 킬링타임용 으로 매우 적합한 듯. 샤를리즈 테론은 여전히 멋쁘네,8
극장판 귀멸의 칼날: 무한열차편,귀칼안본 사람도 재밌게 볼 수 있음,10
황야의 결투,&amp;#39;My Darling Clementine&amp;#39;과 함께 말을 타고 쓸쓸히 마을을 떠나는 뒷모습이 한없이 외로운 시대의 상징처럼 다가온다,10
당신얼굴 앞에서,홍상수 이혜영 왜 이제서야 만났을까,9
어벤져스: 인피니티 워,아이언맨에게 왜 늘 고통만을 주는지..,10
이상한 나라의 수학자,마지막 급전개보고 왜 망한지 알겠더라,8
랑종,전형적인 B급 영화. 대충 휘갈긴 시나리오와 결국 후반부에 본인들의 발목을 잡은 연출기법 .. 주제의식에도 전개에도 아무런 의미없는 뜬금없는 섹스신과 뜬금없는 함만져봐.. 감독의 욕구를 채우기 위한 영화 그 이상도 이하도 아닌,2
버블,"연출 , ost 완벽함. 흥분하는걸 막았다고 버블이 없어진것도 아니고, 근데 또 공사는 하고있고.. 재미는 있었으나 역시나 결말이 일본했다.",8
경계선,인간의 추악한 비인간성의 미세먼지 경계선을 뚫고 들어오는 &amp;lt;경계선&amp;gt;의 맑은 숲,9
니 부모 얼굴이 보고 싶다,너무 스토리가 이해하기 쉽게 넣은거 같아서 감명 깊게 보고 너무 스릴 있으면서도 슬프게 보면서 재밌게 봤던거 같아뒷 이야기를 보면 호숫가에 혼자가 아니라 한명이 더 있었다는걸 그리고 드론을 왜 장한결 가지고 있는 이유도 안다,10
로스트 시티,1점도 아까워요 정말 보지마세오,2
교실 안의 야크,"와, 학교까지 가는데 강을 따라 가볍게 걸어서 6일 걸린다고 하면서 보이는 저 태평함. 근데 강은 안보이고 산길에 계곡에... 가다가 영화 끝날 듯.",9
더 킹,미래를 예언 한 영화였네요 ㄷㄷㄷ,10
중경삼림,지금 봐도 스타일리시하다,8
봄날,장례식장을 도박판으로 바꾸다니..참신하고 후반으로갈수록 감동이 있다. 배우들의 연기력은 역시나최고!  코시국 이후에 간만에 잼께본 영화다.,10
국도극장,이동휘 참좋아해서 본영환데작가? 감독? 이분들 전라도한번도 안가보신분들일까요? 사투리엉성하고  엄마를 엄니라고부르는데 요즘에 누가그리부릅니깐조사좀하고 연구좀하고 글을쓰든가 작품을만들던가합시다,6
서울괴담,에이씨 볼만하면 끝나네뭔 스토리도 없고 귀신나오고 갑자기 다 죽어!!!!아이돌 나오는 영화다? 걸러야지,2
스텔라,아니 이걸 영화라고 만든사람이나 시키는대로 하는 배우나   어이가 없네 진짜,2
스펜서,크리스틴이 이렇게 연기를 잘했었나? 라는 생각과 보는 내내 숨막혀서 죽을듯 싶었다.우울할때는 절대 보지 말기를 추천한다. 개인적으로 조커보다 더 우울하고 더 궁지로 몰아세운다..왜 다이애나비의 마지막이 그랬는지를 알것 같다.,8
스펜서,크리스틴이 이렇게 연기를 잘했었나? 라는 생각과 보는 내내 숨막혀서 죽을듯 싶었다.우울할때는 절대 보지 말기를 추천한다. 개인적으로 조커보다 더 우울하고 더 궁지로 몰아세운다..왜 다이애나비의 마지막이 그랬는지를 알것 같다.,8
스펜서,크리스틴이 이렇게 연기를 잘했었나? 라는 생각과 보는 내내 숨막혀서 죽을듯 싶었다.우울할때는 절대 보지 말기를 추천한다. 개인적으로 조커보다 더 우울하고 더 궁지로 몰아세운다..왜 다이애나비의 마지막이 그랬는지를 알것 같다.,8
캐롤,"그러하게, 이미 실망한 그들처럼 만드는 방법은 아주 쉽다. 첫번째. 무엇이든 어머니를 들먹이면 된다. 내 인생은 없이 말이다. 두번째. 그들의 의사를 무시하면 된다. 놓아줄대로 놓아준다는 것은?",10
탑건,영화는 재밌는데 유튜브 프로파일럿에서 파일럿이 직접 탑건에 나오는 교전 설명해주는 거 봐야 영화 볼 때 지금 무슨 상황인지 이해할 수 있음ㅋㅋ 매버릭이 위기와 절망을 겪었으나 어떻게 이를 극복하고 영웅이 되었는지 지켜보는 게 포인트. 젊고 능력 있고 야망 넘치고 자존심 강한 사람들의 활기? 도 영화에서 엿볼 수 있음 넘 멋짐 ㅋ,10
더 배트맨,화려한 액션 히어로가 아닌 탐정 배트맨... 새로운 정체성의 도입은 의미있어 보이나... 굳이 이렇게 지루하게 길게 만들 필요기 있었을까...,6
더 배트맨,화려한 액션 히어로가 아닌 탐정 배트맨... 새로운 정체성의 도입은 의미있어 보이나... 굳이 이렇게 지루하게 길게 만들 필요기 있었을까...,6
노랑머리,하... 10R 아니 상은 왜 받았나 혹시나 궁금해서 봤는데 진짜 뭣 하고 자빠졌냐...,1
니 부모 얼굴이 보고 싶다,답답하고 안타까움 ….,8
니 부모 얼굴이 보고 싶다,잘봤어요,9
이상한 나라의 수학자,"평점이 왜 낮은지 이해가 안가네요..남북의 현실적인 문제 속에서도 인간적 관계미를 아름답게 풀어낸 거 같아요..수학이라는 소재가 이렇게 감동적이고 다시 한번 더 생각할 수  있는 것으로 다가오다니 너무 재미있었고, 무엇보다 최민식 배우님의 연기가 너무 훌륭했습니다..정말 여러가지를 생각하게 하면서도 감동적인 영화였어요~^^",10
중경삼림,페이 왕 귀엽다근데 큰 댕댕남이 찌그러져 앉아잇는것도 좋네요,9
소설가의 영화,이혜영 배우님 사랑합니다,7
그것,넷플릭스 기묘한 이야기  피에로편을 보는 느낌.내용은 완전 다른데 아이들이 투닥거리며 두려움에 맞서서 싸우고 성장해나가고 풋풋한 로맨스도 있어서 비슷한 느낌을 받았다. 재밌었음. 우리나라 정서상 공포를 느끼진 못할듯.,8
살인소설,지현우 웅얼거리고 연기 안되고 미스캐스팅이네요.,6
스텔라,"코미디도 딱히 없고 스토리도 답답하고,,돈많으시고 호기심있으시면 보세요,,",1
신비한 동물들과 덤블도어의 비밀,전갈과 동조 말곤 없음 보지마,3
맘마미아!,"스토리 구성은 단순, 아바의 노래가 거의 다 살린 영화",7
신비한 동물들과 덤블도어의 비밀,진짜 개역겹다 제발 보지마세요,1
달빛 그림자,달빛이 우수수 내린다,5
신비한 동물들과 덤블도어의 비밀,재미있었어요!,10
보이스,왜 이제서야 봣는지ㅜㅜ넘 잘만든 영화,10
야차,오락에 충실한 헐리웃 스타일 액션물,10
세븐틴 파워 오브 러브 : 더 무비,춤추고 싶은거 참느라 힘들었습니다이미 3번을 본 공연이지만 영화관에서 보니 또 다르네요 평캐평캐…,10
니 부모 얼굴이 보고 싶다,그냥 그랫어요....,6
신비한 동물들과 덤블도어의 비밀,"신비한 동물이 너무 적게 나오고, 뉴트가 제로투 추는 게 웃겨요",5
블라인드 멜로디,재밌음 킬링타임용 영화,10
신비한 동물들과 덤블도어의 비밀,큰기대 안하고 보면 1&amp;2편보다 더 재밌게 볼 수 있어요!,10
이상한 나라의 수학자,너무 잘 봤습니다!! 너무 감동적이에여,10
여름 이야기,"욕망들의 엇갈림. 저렇게 프랑스에서는 구구절절 변명에 변덕부리면서 구속하고 구속당하면서까지 자기욕망의 표출이 중요하구나 라는걸 깨달으면서 한국의 홍상수 영화를 볼때 뭔가 어색했던 부분이 퍼즐이 맞춰진 느낌이 들었다. 프랑스어를 못 알아듣는지라 대사 하나하나의 시니시즘이나 뉘앙스를 100퍼 깨닫지 못해, 졸리는 부분도 있었다. 노스탈지아에 젖어있는듯한 고전 영화의 정사각형의 비율 및 인물과 카메라의 동선들. 정적이고 치밀한 미장센. 파스텔톤 이쁜 색감의 레트로 감성이 기억에 남는다. 다만 예쁜 풍경과 색감때문에 가벼운 마음으로 감상하기에는 복잡 미묘하고 말 많은 프랑스스러운 정서…",6
불도저에 탄 소녀,주인공 너무 멋집니다.이런 주인공이 많아지면사회가 좀 더 정의롭게변할 거라 생각합니다.,10
글래디에이터,어렸을때보고 새로봤더니 완전 새로운 영화다 이건 10점으로도 부족하다,10
돈 룩 업,"혜성을 SF적인 요소가 아닌 극중에 장치로서 활용하는데, 이를 통해서 조선시대의 당파싸움마냥 문제해결보다는 서로 갈라져서 자신의 주장이 옳음을 주장하는 인류를 보여준다. 사실 &amp;#39;혜성충돌&amp;#39; 이라는 장치는 굳이 혜성이 아니라 다른것이어도 대략적인 흐름에는 큰변화가 없을것이나, 전인류의 멸망이라는 가장 심각한 문제를 야기하는 장치인 &amp;#39;혜성충돌&amp;#39; 을 극중에 사용함으로서 &amp;#39;이런 상황인데도 서로 갈라져서 싸워?&amp;#39; 라는 생각이 들게끔한다. 여러모로 많은 생각을 갖게하는 영화였으며 호화스러운 캐스팅과 특급 까메오들, 틈틈히 나오는 유머들로 인해 보는 재미 또한 선사한 돈룩업 잘봤습니다.",8
니 부모 얼굴이 보고 싶다,한번쯤 생각해봤을 문제에 새로운 시선을 더하다.,8
봄날,봄날이란 가면 쓴 겨울날,5
니 부모 얼굴이 보고 싶다,스토리가 탄탄하지 않은 느낌...뭔가 애매하고 그저그럼...,6
점쟁이들,코미디영화인데 웃기면 됐지!,8
더 컨트랙터,시간내내 긴장감을 늦추지 않고 재밌게 봤다. 액션속에서 미국을 지탱하게 하는 중요한 가족애를 엿볼수 있었다.,10
추억의 마니,감동적이에여 추천해요,10
파수꾼,별내용 없는데 남는 감정이 많은 작품,10
서울괴담,진짜 역대급 재미없다 진짜 리뷰  처음 써봄 보다가 중간에 나옴.,1
니 부모 얼굴이 보고 싶다,너무 안타까운 현실이자 적나라한 인간의 죄성이네요....ㅠㅠ,10
중경삼림,"고양 스타필드 내 상영관이 넓어서 더욱 좋았고한번은 보고 싶었던 영화였는데, 이번에 볼 수 있어서 좋았음.",10
영희,영화를 보고있는네네 배우 기은수(영희)를 보고있자면 나도 모르게미소짓게 되는 영화,10
이상한 나라의 수학자,"그냥 영화적 재미나, 극적인 상황도 없고 . . 그럭저럭 . . . 최민식의 연기만 보인다. . .",7
신비한 동물들과 덤블도어의 비밀,내가 오늘 안 덤블도어의 비밀(?) :덤블도어는 게이다(??),10
노아,미신에 정신나간 개독이 얼마나 위험한 존재인지 알려주는 교육영화,10
찍히면 죽는다,싸구려 슬래셔 영화 보는 재미는 있다. 못 만들어서 낄낄대면서 볼 수 있는 그런 재미.,5
니 부모 얼굴이 보고 싶다,진짜 인생 최악의 영화 입니다,1
니 부모 얼굴이 보고 싶다,나름 반전스토리 연출하신거 같은덕 별로 수박 겉핥기식으로다아는 뻔한 이야기...문소리님 피해자엄마역 진짜 별감동없음,6
서울괴담,2022년을 보내는 동안 가장 아까운 시간이었습니다.,1
1급기밀,자칫 어설프게 만들면 지루해질 수 있는 스토리를 아주 기가막히게 몰입감을 끌어낸 것에 박수...,9
서울괴담,아니 아까 나만 무서웠나?좀 허술한느낌이긴한데 분명 무서웠음 나는워낙 겁이 완전완전완전 많아서...그런걸수도있는데 난소리질렀음 몇번이나...내가 소리지르니까 남편이 손꽉잡아줌,6
니 부모 얼굴이 보고 싶다,재미없어요.. 결말은 무슨 만들다가 만 느낌..,2
니 부모 얼굴이 보고 싶다,"연기력, 연출력은 만족스러웠고 재미도 있었지만 스토리 전개가 작위적이다.마지막 반전은 너무 뜬금포였다. 그렇다고 반전이 없었으면 너무 뻔한 스토리. 작품성이 매우 높지는 않은 것 같다",8
신비한 동물들과 덤블도어의 비밀,뭔가 무속신앙의 한 장면을 본듯한 느낌이다. 현실 사회에서 리더를 뽑는데 무속이 끼어들면 안되는 이유를 알 수 있게 하는 영화다,5
니 부모 얼굴이 보고 싶다,너무 재미없어요...,1
쿠폰의 여왕,유독 예쁜분이 비비 렉사였구나. 폴 연기 잘하셔요♡ 퇴근후 아무도 없는 집에서 불도 안켜고 쇼파에 앉아 TV 보는 사람의 성격 묘사ㅠㅠ 혼자 살아도 힘내요!,6
365일: 오늘,진심 일점도 아까움. 야동도 아니고,1
너의 결혼식,여운이 오래 가요 저에게는 여러 번 봐도 감정이 오는 영화입니당,10
니 부모 얼굴이 보고 싶다,괜히 봤어요. 기분이 정말 안 좋아지는영화..,1
뜨거운 피,영화 자체가 재미가 없다. 스토리가 이해가 안 감.,1
베놈 2: 렛 데어 비 카니지,"1편의 내용이 기억나지 않아도, 적당히 집중하고 보아도 무리가 없는 속편",7
로스트 시티,생각없이 보기 좋아요.기대하고 보면 실망할듯,6
스펜서,공감과 설득이 도저히 안된다.,4
뜨거운 피,우려먹을대로 우려먹은 건달사골 내용 이라 진부할거라 예상하고봤으나 한명한명 반가운 배우들의 탄탄한 사투리연기에 보는내내 지루하지않고 몰입되었던 두시간이였음. 재밌네요.,8
이상한 나라의 수학자,폭력 좀비 히어로 물만 가득한 영화판에간만의 명작,10
노바디,억지스러운 전개 없이 시원한 액션만을 즐길 수 있는 영화. 킬링타임용으로 최고.,10
세븐틴 파워 오브 러브 : 더 무비,살다살다 이런 B급 공장판 아이돌도 영화 찍어 내보내네 와...,1
세븐틴 파워 오브 러브 : 더 무비,사운드 빵빵해서 너무 좋았습니다,10
서울괴담,저는 엄청 재미있었어요마지막 방탕출 보고 주학년 배우에게 반했습니다,10
부기나이트,난 이런거 좋아~ ㅋㅋㅋ,10
베놈 2: 렛 데어 비 카니지,톰 하디 연기 존잘! 베놈 커여웡,10
신비한 동물들과 덤블도어의 비밀,저는 생각보다 재밌게 봤어요.볼 거리가 많습니다.동물들이 많이 나오진 않았지만 큰 도움을 주더군요.,8
안나,멋진 모델 배우 눈이 호강하고 시간때우기용 볼만한 영화.  연출은 뭔가 촌스러운 느낌.,5
홍도경,내 이름이 홍도경이다....,10
내가 처음으로 사랑한 소녀,개쳐울음 나도 이런 애절한 연애감정 느껴보고싶다  나중에 vod나오면 구매의향 있습니다~~~♡♡,10
노바디,충분히 재밌어요 뻔하면 뻔하지만 여러모로 재밌습니다,10
영희,여주인공 진심 이쁘네요 크게 될듯~,10
신비한 동물들과 덤블도어의 비밀,매즈 미켈슨 데랴다놓고 너무 스토리 구리게 전개함 아쉬움이 많지만 그나마 2편보다는 나앗음.... 그치만 여전히 기승전결도없고 밋밋하고 지루함,4
앵커,슬픈스릴러 반전 천우희의 연기가 돋보이고 엄마의 욕심에서 비롯된..,10
"틱, 틱... 붐!",뮤지컬 영화로서의 완성도는 9.0~9.5점앤드류 가필드를 비롯한 출연진들의 연기와 노래가 흥겹게 잘 어우러진다.뮤지컬 영화를 좋아한다면 너무 자세히 알아보지 말고 바로 감상하는것을 추천~,10
로스트 시티,"이런 영화에 탄탄한 스토리를 기대하진 않았고, 산드라 블록의 개그는 여전히 빛이 난다.",8
앵커,한국사회의 짙은 그림자를 주제의식으로 담은 영화. 배우들의 연기가 돋보였다,8
중경삼림,내 장례식장에서도 틀어줬으면 하는 영화,10
니 부모 얼굴이 보고 싶다,지금도 우리 주변에서 일어나고 있는 일.,10
고고70,처음에 기대없이 보다가 마지막엔 이걸 본 자기를 칭찬하게 된다,9
니 부모 얼굴이 보고 싶다,배우들이 시놉 사기를 당한건지.. 연출이 너무 엉망진창임 연출이 이랬다저랬다 나름 반전을 주고 싶었던것같은데  학폭위 수사도 하나도 제대로 이루어진것도 없고 가해자 핸드폰도 조사도 안해봄? 배우들 연기가 아까움,4
언노운,너무 스토리의 개연성이 부족하네요.병원에서 간호사등을 목을 살짝 돌려서 맘대로 죽이던 사람이 택시 기사 지나는 목을 살짝돌려서 죽이지 않고계단으로 내려가던 지코는 또 왜 죽어있어..ㅎㅎㅎ집안을 다 부수는데 밖에있던 특수훈련받은 암살자는 문만 살짝 열어본후 나가고..뭐 계속 보다보면 숨막힐 정도로 연출이 엉망인 영화..,4
고스팅 글로리아,가볍게 웃으면서 볼만한 영화 ㅎㅎ 처음부터 흩뿌려진 많은 이야기를 모두 정리하고 끝내서 시원!,8
앰뷸런스,우리가 마이클베이 감독 영화에서 기대하는 것을 충분이 느낄 수 있음. 엔딩에 신파? 뭐 어쩌겠어. 마이클베이 영화인걸...아마 감독도 그렇게 끝내지 않고선 개운치 않을 듯.ㅋㅋㅋ,9
니 부모 얼굴이 보고 싶다,영화보다 더 잔혹한 현실에 씁쓸함이 밀려온다..,7
서울괴담,솔직히 진짜 공포영화치고 하나도 안 무섭고 오히려 잠이 왔어요… 근데 방탈출편은 나름 재미있었음 주학년씨 잘생겼습니다 그래도 눈호강했으니… 주학년씨 사랑합니다,7
패러렐 마더스,"모르면 답답하고, 알면 어려운 영화였다.",7
바후발리: 더 비기닝,"반지의 제왕을 꿈꾸는 인도산 근육질 콧수염 아재의 일대기... 전쟁씬 빼곤 별로... 군무와 인도식 뮤지컬, 국뽕끼로 범벅된 인도호빗.",4
앵커,여성아나운서가 교체되는 동안 남자 아나운서는 한번도 교체되지 않았다,10
스켈리톤 키,재미도없고 공포도없고 신선도 없고..,6
용서는 없다,상당히 수준높은 작품이다. 어째서 관객수가 이것밖에 안 됬는지...,9
더 버블,웃김ㅋㅋ 취향 차이인 듯,10
세븐틴 파워 오브 러브 : 더 무비,진짜로 애들 노래부르고 춤추는거 보고노래 따라서 부르고싶었음 애들 얼굴이 엄청 크게 나와서 좋고 재밌었음,10
이터널스,다들 별로라고 해서 기대 안하고 봐서 그런지 꽤 괮찮게 봤음,10
서울괴담,우오ㅓ아아어아ㅏ와 대박.,10
열대왕사,아쉬운 후반 전개와 주제가(?)가 선정된 의도를 이해하기 힘든것 제외하고는 괜찮았어요,7
서울괴담,사운드 몰입감은 역대급인데 스토리도 그렇고 후반가면 너무 억지로 끼워맞춘 엔딩 + 뇌절 영화관 오늘 갔는데 좌석 꽉 찼었는데 중간에 60% 관객들 나갔더라,1
더 퍼지:거리의 반란,1편에 비해 많이 발전한 영화. 이정도면 B급영화로서 모든 것을 갖춘 영화임. 2편이 기대이상이라서 3편을 보기로 결정한 나는 처절한 후회를 하게 되는데.,7
더 배트맨,아... 정말 기대 많이 했었는데 기대 이하네요~ 지루하고 재미없었습니다 DC 영화는 이제 안봐야 겠습니다!,4
서울괴담,현우야 데뷔 축하한다!! 넷플릭스에도 나오면 좋겠다,6
신비한 동물들과 덤블도어의 비밀,최악 노잼 돈날림 다신안봄 c금영화,2
자객 섭은낭,정적인 분위기. 절제된 무협.,6
여름날 우리,계속 돌려보고싶은 영화. 뒷부분부터는 자꾸 눈물이 흐르네요,10
니 부모 얼굴이 보고 싶다,시간 가는줄 모르고 봤어요 과연 우리가 저 상황이어도 달랐을까.,10
서울괴담,영화스토리가 바로바로이어저서 좋았어요 개인적으로는 귀신보다 사람이 더무섭다라는걸 알게해주는영화인거같아요,10
서울괴담,연기는 무난..초반 스토리까지는 볼만했는데 뒤로갈수록 유치하고 대충만든 느낌,1
부기나이트,굉장히 허술한데 그러려니 하고 보면 꽤 재밌어요 ㅋㅋㅋ 최귀화 님의 주연작이라 맘에 듭니다.,7
니 부모 얼굴이 보고 싶다,이게 뭐냐? 진심 기승전결 다 뒤졌고 하나도 재미없다ㅈ ㅗ ㅇ 나 고고고구마태어나서 영화평 처음 써본다,1
매그놀리아,과거는 나를 잊지 않는다라는 메세지 하나,6
봄날,잔잔합니다. 주말에 혼자보기 좋은영화네요.,7
니 부모 얼굴이 보고 싶다,뭔가 생각할 거리가 많은 영화네요.,7
서울괴담,와..내 만이천원 다시 뱉어내 이 사기꾼놈들아,1
봄날,연기는 좋으나 너무나 한정된 공간에서만 진행 해서 답답하긴 합니다,7
바람,그라믄 안대!!! 너무 재밌습니다,10
언차티드,내가 이제 나이를 먹긴했나보다... 너무 유치하고 재미도 없고 뻔한 스토리에...후..,4
앵커,처음에는 단순 공포인줄 알았으나마지막 반전과 깊은 생각/반성을 하게되는 영화였어요!,8
언차티드,다른 영화 찍으면서  주말에 틈틈이 촬영했나...,4
맘마미아!,"스토리는 좀 약하지만,음악이 흥겹고 명작이네요~~ 오래된 영화지만 꿀잼 이에요^^",10
위대한 쇼맨,아직도 새로 개봉하고있는 영화를 보면서 이 영화를 뛰어넘는 작품은 본적이 없습니다... 간절하게 재개봉만을 기다리고있네요,10
야차,어거지 반일 영화 대체 언제까지 나올라나. 전교조 586 세대들 다 늙어 죽어야 되나.,2
트루먼 쇼,영화보는내내 궁금한적도 많았으나 여튼 명작은 명작. 어떻게 이런 생각을 하지 대단,10
신비한 동물들과 덤블도어의 비밀,나름 나쁘지않았는데 평점왜이럼,8
니 부모 얼굴이 보고 싶다,완전한 피해자도 완전한 가해자도 없다. 잘못한건 뉘우칠 수 있게하기,8
회사원,재밌다..신대리 맘에 들음..ㅎㅎ,10
어드리프트:우리가 함께한 바다,영화끝나고30분동안 영화검색했네요.# 넘잼있고감동적실화라니..,10
신비한 동물들과 덤블도어의 비밀,조앤 k 롤링 작품들 덕후만 이해할 수 있는데 그 사람들이 제일 실망하는 영화,2
살인의 추억,n차 보기중입니다. 강추해요.,10
니 부모 얼굴이 보고 싶다,와이번년도영화왜다재밋냐,10
드림걸즈,영화보다 OST인 listen이 더 유명. 음악은 알지만 영화는 못본 사람이 많은데 영화도 재밌다.,9
메멘토,현실을 왜곡하는 진실도 진실일까,8
경마장 가는 길,"나의 세대와는 맞지 않지만, 마치 INTJ와 ENFP의 연애를 보는 것 같았다. 같은 생각을 할 거라는 남배우의 오해, 다 잃고 나서야 깨닫는 본인의 무지함. 그것을 마지막 장면에서 글로 써내려서 이해한듯 한 연출까지. 공감이 부족한 자의 이해를 통한 사랑이 참 불쌍하다고 느꼈다. 나의 모습인 것 같기도 하다. 폭력성과 여성에 대한 존중은 많이 낙후 된 예전 사회의 모습을 보여주지만 개인의 가치관의 차이를 예전에도 표현했다는 것이 대단했다. 많은 연애 중 하나의 케이스라고 작가도 생각했길…… 사랑이라는 것은 이해로 하는게 아닌 서로의 경험과 존중, 그리고 정서적인 안정속 본능적인 성적 교류에서 생긴 공감 인것인가? 사랑에 대해 다시 한 번 생각해봤다. 정말 궁금한 건 이해력있는 이 남주가 나중에 누군가를 새로 만날 수 있을까 하는 것.",10
앵커,정말 쟁쟁한 배우들의 열연이 돋보이는 영화..천우희 배우님이 잘하는건 알았지만 이정도일줄이야...ㅜㅜ잘봤습니다ㅠ,10
니 부모 얼굴이 보고 싶다,뭔지  모를 찝찝함에 계속 압도됨,10
달빛 그림자,진짜  요근래 극장에서 본것중에 단연코 가장 재미없다고 말할수있습니다 감독이 무엇을 말하는지도 모르겠고 전개도 이리저리 섞고 잘라낸것도 많고 연계성이 개판입니다 고마츠 나나 얼굴볼꺼면 보세요 그거 아니면 당신의 시간을  다른곳에 소중히 쓰세요,1
버블,확실히 스토리는 진부한면이 있지만.. 너무 좋은 애니. 시간 아깝지않음,10
폴 프롬 그레이스,이거 실화는 아니겠죠..와 올만에 몰입하면서 잘봣네요 반전 짱짱,10
배니싱: 미제사건,"왜 이렇게 만들었지 계속 의문가는 영화, 12부작 드라마의  줄거리 보는 듯함,  소재도 괜찮고 외국배우 나오고 국내 B급이상 A급 배우도 나오는데 영화가 왜이러지?  정말 만들다가 만 듯한 영화,  감독이 망칠려고 작정한듯한 만든 영화, 이영화는 뭘까?",1
더 배트맨,"활동을 시작한지 2년된 초기 배트맨, 로버트페틴슨 눈빛연기가. 인상적이다",10
신비한 동물들과 덤블도어의 비밀,저는 재미있게 봤습니다 !!,10
약속의 네버랜드,높은 담장도 무너뜨리는 희망,6
니 부모 얼굴이 보고 싶다,진짜 너무 재미있고 또 보고싶네요 ㅠ 우연히 친구랑 보게되었는데 이렇게 재미있을줄 몰랐습니다... 마지막에 결과가 궁금증을 유발 시키고 끝나 좀 당황 스러웠지만.... 최근 본 영화 중 최고였고 학생으로써 생각이 더 많이 드는 영화였습니다! 짱!!!,10
신비한 동물들과 덤블도어의 비밀,앞 시리즈 안봤는데 재미있게 관람했어요 극적인 전개는 적었는데 판타지 면에서는 재미있었어요,7
불도저에 탄 소녀,김혜윤이란 배우를 발견하다,7
친정엄마,진짜 여친한테 눈물없다고 상관없다고 해놓고선 같이보는데 그냥 대놓고 울면서봄..,10
러브 & 드럭스,이영화가 주는 메세지가 전반부 보다 후반부로 갈수록 몰입하게 만들었음.,9
버블,일단 OST가 미침작화랑 구도도 좋음,10
하늘의 푸르름을 아는 사람이여,"잔잔하지만 재밌게 봤어요. 일상에 지쳐서 꿈을 잃어버린 30대는, 보고나서 생각이 많아질거 같아요. 우물한 개구리는 바다를 모르지만, 하늘의 푸름을 안다는 대사가 생각납니다. 평범한 30대들아 힘내자!!!",8
생일,우리 마음에 새겨질 2014년 4월 16일,7
니 부모 얼굴이 보고 싶다,부모의 역할을 생각하게 하는영화,10
인터스텔라,그냥 굿굿굿입니다...,10
니 부모 얼굴이 보고 싶다,모두가 꼭 보시길 바랍니다.,10
콜,본 지 시간이 많이 지났음에도 아직도 전종서님 보면 너무 무서움..연기력 갑,10
버블,눈은 즐거운데 감동은..,4
중경삼림,"한 잔의 아름다운 술, 고요한 향기, 달콤한 담배 연기와 기억, 설렘으로 가득차 있는 영화.",10
니 부모 얼굴이 보고 싶다,진짜 너무 재밌음.. 꼭보세뇨 다들,10
감쪽같은 그녀,눈물 콧물 다 흘렸네요ㅠㅠ정말 좋은 영화에요!   스토리도 괜찮고 연기도 정말 다들 잘하시고!!뭐하나 부족한게 없네요!!,10
중경삼림,최고최고최고 만년 동안 보고싶은 영화,9
